date,price,signal_action,target_pct_delta,total_score,ta_score,sentiment_score,portfolio_value,cash,shares,buy_hold_value,trade_executed,rsi,macd
2024-01-07 00:00:00+00:00,43943.09765625,Hold,0.0,0.2265644292909364,0.2265644292909364,0.0,10000.0,10000.0,0.0,10000.0,False,55.8588926772659,663.8736359826362
2024-01-14 00:00:00+00:00,41796.26953125,Hold,0.0,0.27878800794653286,0.27878800794653286,0.0,10000.0,10000.0,0.0,9511.452710549946,False,42.80299801336679,407.3529989809249
2024-01-21 00:00:00+00:00,41545.78515625,Hold,0.0,0.2777634630365372,0.2777634630365372,0.0,10000.0,10000.0,0.0,9454.45072653884,False,43.059134240865696,-365.1698753184537
2024-01-28 00:00:00+00:00,42035.59375,Hold,0.0,0.2514460449651093,0.2514460449651093,0.0,10000.0,10000.0,0.0,9565.915011005443,False,49.63848875872267,-541.8824777372647
2024-02-04 00:00:00+00:00,42583.58203125,Strong Buy,3.0,0.7463471483742976,0.7463471483742976,0.0,10000.0,10000.0,0.0,9690.61907386799,False,50.913212906425585,50.04286593446159
2024-02-11 00:00:00+00:00,48293.91796875,Strong Buy,3.0,0.6509450962294819,0.6509450962294819,0.0,10000.0,10000.0,0.0,10990.103234536355,False,74.76372594262952,1187.0972440940022
2024-02-18 00:00:00+00:00,52122.546875,Strong Buy,3.0,0.6349626490709303,0.6349626490709303,0.0,10000.0,10000.0,0.0,11861.372924306497,False,78.75933773226743,2525.7988964770047
2024-02-25 00:00:00+00:00,51733.23828125,Hold,0.0,0.176269150376208,0.176269150376208,0.0,10000.0,10000.0,0.0,11772.779125845722,False,68.432712405948,2011.4812756805259
2024-03-03 00:00:00+00:00,63167.37109375,Strong Buy,3.0,0.6244606650262046,0.6244606650262046,0.0,10000.0,10000.0,0.0,14374.810712682141,False,81.38483374344887,4141.834246674458
2024-03-10 00:00:00+00:00,69019.7890625,Strong Buy,3.0,0.6467062991446115,0.6467062991446115,0.0,10000.0,10000.0,0.0,15706.628058498594,False,75.8234252138471,5121.135830377862
2024-03-17 00:00:00+00:00,68390.625,Hold,0.0,0.20937261366032076,0.20937261366032076,0.0,10000.0,10000.0,0.0,15563.451064600324,False,60.15684658491981,4174.2921466741755
2024-03-24 00:00:00+00:00,67234.171875,Hold,0.0,0.2296478346128859,0.2296478346128859,0.0,10000.0,10000.0,0.0,15300.280467468894,False,55.088041346778525,1741.6914267917527
2024-03-31 00:00:00+00:00,71333.6484375,Hold,0.0,0.2088367125934895,0.2088367125934895,0.0,10000.0,10000.0,0.0,16233.186152582091,False,60.290821851627626,2135.4553251199104
